시군명,상호명,업종코드,업태명,업종명(종목명),소재지도로명주소,소재지지번주소,전화번호,사용가능한지역화폐명,지류형지역화폐사용가능여부,카드형지역화폐사용가능여부,모바일형지역화폐사용가능여부,우편번호,위도,경도,데이터기준일자
안양시,디저트39동편마을점,,,★카페,경기도 안양시 동안구 동편로 16,경기도 안양시 동안구 관양동 1725번지,031-424-0390,안양사랑상품권,Y,N,,13929,37.406006,126.971485,2018-12-21
안양시,이디야,,,★카페,경기도 안양시 만안구 냉천로 2,경기도 안양시 만안구 안양동 560-11번지,031-465-2621,안양사랑상품권,Y,N,,14093,37.3821725,126.9299167,2018-12-21
안양시,길커피,,,★카페,경기도 안양시 동안구 시민대로 131,경기도 안양시 동안구 호계동 901-13번지,031-427-0808,안양사랑상품권,Y,N,,14041,37.3882031,126.9467015,2018-12-21
안양시,청년생각,,,★카페,경기도 안양시 동안구 관악대로 480,경기도 안양시 동안구 관양동 1488-7번지,070-8836-4441,안양사랑상품권,Y,N,,13951,37.4024753,126.9753933,2018-12-21
안양시,카페919,,,★카페,경기도 안양시 동안구 귀인로190번길 39-22,경기도 안양시 동안구 평촌동 919번지,031-386-5919,안양사랑상품권,Y,N,,14103,37.3836812,126.9622064,2018-12-21
안양시,커피스토리,,,★카페,경기도 안양시 동안구 관평로 315,경기도 안양시 동안구 관양동 1399-11번지,031-340-6799,안양사랑상품권,Y,N,,13936,37.4045071,126.9572429,2018-12-21
안양시,카카오마루,,,★카페,경기도 안양시 동안구 귀인로172번길 62,경기도 안양시 동안구 호계동 1066-2번지,070-8874-8840,안양사랑상품권,Y,N,,14099,37.3820557,126.9596081,2018-12-21
안양시,프린스,,,★카페,경기도 안양시 동안구 엘에스로 91,경기도 안양시 동안구 호계동 1029-6번지,031-451-1017,안양사랑상품권,Y,N,,14119,37.3703765,126.9509045,2018-12-21
안양시,카페로띠,,,★카페,경기도 안양시 동안구 경수대로609번길 38,경기도 안양시 동안구 호계동 940-38번지,070-4001-5177,안양사랑상품권,Y,N,,14114,37.3762647,126.9535674,2018-12-21
안양시,커피창,,,★카페,경기도 안양시 만안구 관악대로 8,경기도 안양시 만안구 안양동 380-13번지,070-8828-4309,안양사랑상품권,Y,N,,14032,37.3943599,126.926188,2018-12-21
안양시,커피플랫폼82 라츠점,,,★카페,경기도 안양시 동안구 부림로 171,경기도 안양시 동안구 관양동 1588-6번지,031-381-1240,안양사랑상품권,Y,N,,14051,37.398276,126.9613692,2018-12-21
안양시,카페디아떼,,,★카페,경기도 안양시 만안구 전파로24번길 46,경기도 안양시 만안구 안양동 195-47번지,031-442-9900,안양사랑상품권,Y,N,,14086,37.3887196,126.935603,2018-12-21
안양시,올토갤러리카페도자기공방,,,★카페,경기도 안양시 만안구 예술공원로 230,경기도 안양시 만안구 석수동 850번지,031-471-5111,안양사랑상품권,Y,N,,13911,37.4192589,126.9307644,2018-12-21
안양시,달,,,★카페,경기도 안양시 동안구 학의로 126,경기도 안양시 동안구 관양동 1586번지,031-381-4734,안양사랑상품권,Y,N,,14049,37.3999205,126.9532029,2018-12-21
안양시,커피에반하다,,,★카페,경기도 안양시 동안구 관평로 327,경기도 안양시 동안구 관양동 1397-8번지,070-8627-4008,안양사랑상품권,Y,N,,13936,37.4055358,126.9574635,2018-12-21
안양시,이디야커피 안양충훈부점,,,★카페,경기도 안양시 만안구 충훈로 95,경기도 안양시 만안구 석수동 785-14번지,031-344-1736,안양사랑상품권,Y,N,,13974,37.4074507,126.8979562,2018-12-21
안양시,카페리휴,,,★카페,경기도 안양시 동안구 경수대로570번길 9,경기도 안양시 동안구 호계동 986-26번지,031-452-9438,안양사랑상품권,Y,N,,14109,37.3739561,126.9582255,2018-12-21
안양시,빽다방안양남부시장점,,,★카페,경기도 안양시 만안구 안양로 259,경기도 안양시 만안구 안양동 627-202번지,031-446-3494,안양사랑상품권,Y,N,,13997,37.3957653,126.9236213,2018-12-21
안양시,파이얌앤커피,,,★카페,경기도 안양시 동안구 경수대로665번길 10,경기도 안양시 동안구 호계동 926-34번지,031-347-6210,안양사랑상품권,Y,N,,14081,37.3814023,126.9525276,2018-12-21
안양시,이디야커피 인덕원역점,,,★카페,경기도 안양시 동안구 흥안대로 517,경기도 안양시 동안구 관양동 1503번지,031-424-5505,안양사랑상품권,Y,N,,13951,37.3998561,126.9762222,2018-12-21
안양시,카페와요,,,★카페,경기도 안양시 동안구 경수대로721번길 23,경기도 안양시 동안구 호계동 918번지,031-453-0373,안양사랑상품권,Y,N,,14077,37.3853469,126.9496693,2018-12-21
안양시,라떼야(평촌샛별점),,,★카페,경기도 안양시 동안구 달안로 63,경기도 안양시 동안구 비산동 1101-2번지,031-381-8233,안양사랑상품권,Y,N,,14043,37.3959777,126.949862,2018-12-21
안양시,커피하우스,,,★카페,경기도 안양시 동안구 경수대로 721,경기도 안양시 동안구 호계동 918-16번지,070-7782-4200,안양사랑상품권,Y,N,,14077,37.38586,126.9504887,2018-12-21
안양시,카페 제이제이크레마,,,★카페,경기도 안양시 만안구 안양로 143,경기도 안양시 만안구 안양동 504-6번지,031-443-2779,안양사랑상품권,Y,N,,14092,37.3870337,126.9308697,2018-12-21
안양시,셀렉토커피홈타운점,,,★카페,경기도 안양시 동안구 경수대로 458,경기도 안양시 동안구 호계동 811번지,031-474-9577,안양사랑상품권,Y,N,,14125,37.3640709,126.960042,2018-12-21
안양시,미쎄스퀸,,,★카페,경기도 안양시 만안구 안양로 503,경기도 안양시 만안구 석수동 281-4번지,031-471-7768,안양사랑상품권,Y,N,,13968,37.4141401,126.9083739,2018-12-21
안양시,라떼떼커피,,,★카페,경기도 안양시 만안구 태평로52번길 37,경기도 안양시 만안구 안양동 1390-5번지,031-443-7697,안양사랑상품권,Y,N,,14037,37.3960775,126.9311473,2018-12-21
안양시,커피리추얼,,,★카페,경기도 안양시 동안구 경수대로 430,경기도 안양시 동안구 호계동 813번지 호계e-편한세상아파트,031-452-1975,안양사랑상품권,Y,N,,14126,37.3642291,126.9619098,2018-12-21
안양시,커피양만화군,,,★카페,경기도 안양시 동안구 시민대로 175,경기도 안양시 동안구 비산동 1108-1번지,031-383-1557,안양사랑상품권,Y,N,,14048,37.3913527,126.9504316,2018-12-21
안양시,첼로,,,★카페,경기도 안양시 동안구 갈산로44번길 72,경기도 안양시 동안구 호계동 1092번지,070-4413-3177,안양사랑상품권,Y,N,,14107,37.3787114,126.9614929,2018-12-21
안양시,아이스빈,,,★카페,경기도 안양시 만안구 예술공원로 245,경기도 안양시 만안구 석수동 839-6번지,031-474-4898,안양사랑상품권,Y,N,,13911,37.4187092,126.9322815,2018-12-21
안양시,위치스빈(Bean),,,★카페,경기도 안양시 만안구 예술공원로 168,경기도 안양시 만안구 안양동 1349-11번지,031-473-8756,안양사랑상품권,Y,N,,13911,37.4191884,126.924432,2018-12-21
안양시,끄레마,,,★카페,경기도 안양시 동안구 평촌대로 396,경기도 안양시 동안구 비산동 1030번지,031-387-3777,안양사랑상품권,Y,N,,13935,37.4058391,126.9502313,2018-12-21
안양시,커피이즈,,,★카페,경기도 안양시 만안구 안양로323번길 12,경기도 안양시 만안구 안양동 695-43번지,031-444-4777,안양사랑상품권,Y,N,,14006,37.4003484,126.919088,2018-12-21
안양시,은하수다방,,,★카페,경기도 안양시 동안구 시민대로159번길 58,경기도 안양시 동안구 비산동 1103번지,031-383-5956,안양사랑상품권,Y,N,,14045,37.3921723,126.9470069,2018-12-21
안양시,더뿌리,,,★카페,경기도 안양시 만안구 안양로329번길 14-21,경기도 안양시 만안구 안양동 695-144번지,031-444-6544,안양사랑상품권,Y,N,,14006,37.4011486,126.9175332,2018-12-21
안양시,브랜다커피,,,★카페,경기도 안양시 동안구 흥안대로145번길 31,경기도 안양시 동안구 호계동 997-3번지,031-427-7435,안양사랑상품권,Y,N,,14112,37.3723895,126.9595977,2018-12-21
안양시,까만콩커피,,,★카페,경기도 안양시 동안구 흥안대로125번길 28,경기도 안양시 동안구 호계동 997-29번지,070-8101-9909,안양사랑상품권,Y,N,,14112,37.3719498,126.9588526,2018-12-21
안양시,라바짜이피라인,,,★카페,경기도 안양시 동안구 경수대로544번길 23,경기도 안양시 동안구 호계동 997-24번지,070-4129-3500,안양사랑상품권,Y,N,,14112,37.3716141,126.9593589,2018-12-21
안양시,카페루앤비(평촌귀인점),,,★카페,경기도 안양시 동안구 관평로79번길 26,경기도 안양시 동안구 평촌동 908번지,031-383-4822,안양사랑상품권,Y,N,,14103,37.3843335,126.9632368,2018-12-21
안양시,데니스커피연성대점,,,★카페,경기도 안양시 만안구 양화로 32,경기도 안양시 만안구 안양동 952-8번지,070-8111-4199,안양사랑상품권,Y,N,,14007,37.3964955,126.9143756,2018-12-21
안양시,빌&coffee,,,★카페,경기도 안양시 만안구 안양로139번길 7,경기도 안양시 만안구 안양동 505-16번지,031-469-0099,안양사랑상품권,Y,N,,14092,37.3865013,126.9309479,2018-12-21
안양시,커피블랙스톤,,,★카페,경기도 안양시 만안구 장내로 142-1,경기도 안양시 만안구 안양동 622-176번지,031-441-1650,안양사랑상품권,Y,N,,13996,37.3977726,126.9234208,2018-12-21
안양시,칸타레,,,★카페,경기도 안양시 만안구 삼덕로 62,경기도 안양시 만안구 안양동 707-29번지,031-382-3509,안양사랑상품권,Y,N,,13998,37.3944273,126.9192749,2018-12-21
안양시,다향,,,★카페,경기도 안양시 만안구 병목안로 212,경기도 안양시 만안구 안양동 1054-2번지,031-446-5292,안양사랑상품권,Y,N,,14025,37.3858517,126.9065199,2018-12-21
안양시,북앤카페,,,★카페,경기도 안양시 동안구 경수대로 538,경기도 안양시 동안구 호계동 1003-7번지,031-8045-4984,안양사랑상품권,Y,N,,14112,37.370866,126.958293,2018-12-21
안양시,웰슨,,,★카페,경기도 안양시 동안구 흥안대로 415,경기도 안양시 동안구 평촌동 126-1번지,031-478-2590,안양사랑상품권,Y,N,,14059,37.3916255,126.9729398,2018-12-21
안양시,인디고카페,,,★카페,경기도 안양시 동안구 흥안대로434번길 11,경기도 안양시 동안구 평촌동 97번지 삼아주택,031-423-2304,안양사랑상품권,Y,N,,14062,37.3927914,126.9756578,2018-12-21
안양시,카페크로네,,,★카페,경기도 안양시 동안구 엘에스로 76,경기도 안양시 동안구 호계동 555-9번지,031-429-7887,안양사랑상품권,Y,N,,14117,37.3696479,126.9538004,2018-12-21
안양시,씨투카페,,,★카페,경기도 안양시 만안구 안양로102번길 15,경기도 안양시 만안구 안양동 534-20번지,070-8806-5903,안양사랑상품권,Y,N,,14035,37.3845524,126.9345335,2018-12-21
안양시,켄,,,★카페,경기도 안양시 만안구 안양로 110,경기도 안양시 만안구 안양동 534번지,031-340-9919,안양사랑상품권,Y,N,,14035,37.3848115,126.9338079,2018-12-21
안양시,커피마을,,,★카페,경기도 안양시 만안구 양화로135번길 13(박달동),경기도 안양시 만안구 박달동 45-7번지 삼원연립,070-4645-4976,안양사랑상품권,Y,N,,13984,37.4043478,126.9085985,2018-12-21
안양시,와트,,,★카페,경기도 안양시 만안구 전파로24번길 8,경기도 안양시 만안구 안양동 194-25번지,070-8368-2408,안양사랑상품권,Y,N,,14086,37.3903766,126.9351352,2018-12-21
안양시,야미,,,★카페,경기도 안양시 동안구 귀인로 253,경기도 안양시 동안구 평촌동 898-6번지,031-386-7509,안양사랑상품권,Y,N,,14070,37.3876735,126.9666167,2018-12-21
안양시,네모에이드,,,★카페,경기도 안양시 만안구 안양로323번길 13,경기도 안양시 만안구 안양동 1195-61번지,031-443-0043,안양사랑상품권,Y,N,,14006,37.4001278,126.9191794,2018-12-21
안양시,까페스텔라,,,★카페,경기도 안양시 동안구 경수대로 458,경기도 안양시 동안구 호계동 811번지,031-455-9803,안양사랑상품권,Y,N,,14125,37.3640709,126.960042,2018-12-21
안양시,커피메모리스타,,,★카페,경기도 안양시 만안구 박달로 530,경기도 안양시 만안구 박달동 68-31번지,031-469-8463,안양사랑상품권,Y,N,,14004,37.4024542,126.9115518,2018-12-21
안양시,커피홍,,,★카페,경기도 안양시 동안구 흥안대로 415,경기도 안양시 동안구 평촌동 126-1번지,031-478-0679,안양사랑상품권,Y,N,,14059,37.3916255,126.9729398,2018-12-21
안양시,카페중독,,,★카페,경기도 안양시 동안구 경수대로 757,경기도 안양시 동안구 호계동 904-1번지,031-456-0075,안양사랑상품권,Y,N,,14077,37.3884943,126.9480725,2018-12-21
안양시,우타이,,,★카페,경기도 안양시 동안구 동안로 194,경기도 안양시 동안구 비산동 1101-2번지,031-383-4100,안양사랑상품권,Y,N,,14043,37.3958086,126.9491713,2018-12-21
안양시,카페헤세드,,,★카페,경기도 안양시 동안구 관양로 247-2,경기도 안양시 동안구 관양동 1493-40번지,031-422-9333,안양사랑상품권,Y,N,,13951,37.3996984,126.9729807,2018-12-21
안양시,꼬야하우스(GGOYA COFFEE),,,★카페,경기도 안양시 동안구 안양판교로 20,경기도 안양시 동안구 관양동 1505-29번지,031-424-3339,안양사랑상품권,Y,N,,13943,37.4002437,126.9780569,2018-12-21
안양시,쏠렌자라,,,★카페,경기도 안양시 만안구 덕천로 45,경기도 안양시 만안구 안양동 202-4번지,031-468-8882,안양사랑상품권,Y,N,,14088,37.3852568,126.935739,2018-12-21
안양시,샘 커피,,,★카페,경기도 안양시 동안구 경수대로556번길 13,경기도 안양시 동안구 호계동 995-6번지,031-477-2018,안양사랑상품권,Y,N,,14112,37.3725296,126.9585046,2018-12-21
안양시,카페토커,,,★카페,경기도 안양시 동안구 흥안대로517번길 39,경기도 안양시 동안구 관양동 1495-80번지,070-7766-9249,안양사랑상품권,Y,N,,13951,37.3999041,126.9742292,2018-12-21
안양시,커피에게,,,★카페,경기도 안양시 만안구 병목안로 35,경기도 안양시 만안구 안양동 711-104번지,031-464-0153,안양사랑상품권,Y,N,,14002,37.3975443,126.9174855,2018-12-21
안양시,커피에반하다안양덕천점,,,★카페,경기도 안양시 만안구 태평로52번길 37,경기도 안양시 만안구 안양동 1390-5번지,031-441-0920,안양사랑상품권,Y,N,,14037,37.3960775,126.9311473,2018-12-21
안양시,커피마마,,,★카페,경기도 안양시 동안구 관평로 334,경기도 안양시 동안구 관양동 1408-3번지,031-383-6305,안양사랑상품권,Y,N,,13931,37.4059256,126.9582269,2018-12-21
안양시,카페모카커피,,,★카페,경기도 안양시 동안구 동편로49번길 9,경기도 안양시 동안구 관양동 1708-2번지,031-425-0485,안양사랑상품권,Y,N,,13929,37.4085277,126.9730657,2018-12-21
안양시,커피베이안양1번가점,,,★카페,경기도 안양시 만안구 장내로 139,경기도 안양시 만안구 안양동 674-266번지,031-443-5411,안양사랑상품권,Y,N,,13992,37.3979234,126.922931,2018-12-21
안양시,카페벅스랜드,,,★카페,경기도 안양시 동안구 관악대로 381-1,경기도 안양시 동안구 관양동 1432-22번지,070-4046-8262,안양사랑상품권,Y,N,,13939,37.4049635,126.9651821,2018-12-21
안양시,마르페,,,★카페,경기도 안양시 동안구 흥안대로223번길 22,경기도 안양시 동안구 호계동 1117번지,031-427-8345,안양사랑상품권,Y,N,,14106,37.3759543,126.966519,2018-12-21
안양시,다정다방,,,★카페,경기도 안양시 동안구 달안로 63,경기도 안양시 동안구 비산동 1101-2번지,031-388-1700,안양사랑상품권,Y,N,,14043,37.3959777,126.949862,2018-12-21
안양시,인컵,,,★카페,경기도 안양시 만안구 만안로 290,경기도 안양시 만안구 안양동 861-11번지,031-464-8801,안양사랑상품권,Y,N,,13990,37.405448,126.9188671,2018-12-21
안양시,요거프레소,,,★카페,경기도 안양시 동안구 동안로 194,경기도 안양시 동안구 비산동 1101-2번지,031-383-3995,안양사랑상품권,Y,N,,14043,37.3958086,126.9491713,2018-12-21
안양시,옷장속엔 커피향기,,,★카페,경기도 안양시 동안구 경수대로883번길 56,경기도 안양시 동안구 비산동 566-1번지,031-342-1157,안양사랑상품권,Y,N,,13955,37.397129,126.9357503,2018-12-21
안양시,카페루체,,,★카페,경기도 안양시 만안구 양화로37번길 28,경기도 안양시 만안구 안양동 936-11번지,031-466-7791,안양사랑상품권,Y,N,,14011,37.3968535,126.9122911,2018-12-21
안양시,커피콩,,,★카페,경기도 안양시 만안구 안양로291번길 16,경기도 안양시 만안구 안양동 676-71번지,031-465-4555,안양사랑상품권,Y,N,,14001,37.3980605,126.9207777,2018-12-21
안양시,샵카페 코코더,,,★카페,경기도 안양시 동안구 시민대로159번길 25,경기도 안양시 동안구 비산동 1104-1번지,031-387-7177,안양사랑상품권,Y,N,,14048,37.3905777,126.9475622,2018-12-21
안양시,라커룸,,,★카페,경기도 안양시 만안구 냉천로157번길 3,경기도 안양시 만안구 안양동 707-283번지,031-441-0770,안양사랑상품권,Y,N,,14000,37.3943993,126.9215647,2018-12-21
안양시,쿠(COO),,,★카페,경기도 안양시 만안구 예술공원로 153-46,경기도 안양시 만안구 석수동 825-7번지,031-471-8084,안양사랑상품권,Y,N,,13911,37.4197512,126.9244573,2018-12-21
안양시,휴플러스치과,,,★병원(치과),경기도 안양시 동안구 흥안대로 415,경기도 안양시 동안구 평촌동 126-1번지,031-478-2588,안양사랑상품권,Y,N,,14059,37.3916254,126.9729398,2018-12-21
안양시,임치과의원,,,★병원(치과),경기도 안양시 만안구 성결대학로 8,경기도 안양시 만안구 안양동 571-14번지,031-443-9567,안양사랑상품권,Y,N,,14093,37.383441,126.9330226,2018-12-21
안양시,올바른치과,,,★병원(치과),경기도 안양시 만안구 안양로 110,경기도 안양시 만안구 안양동 534번지,031-448-2828,안양사랑상품권,Y,N,,14035,37.3848115,126.9338079,2018-12-21
안양시,문치과의원,,,★병원(치과),경기도 안양시 동안구 관악대로 289,경기도 안양시 동안구 관양동 1384-26번지,031-386-2763,안양사랑상품권,Y,N,,13940,37.4030752,126.9550937,2018-12-21
안양시,정미치과의원,,,★병원(치과),경기도 안양시 만안구 양화로28번길 89,경기도 안양시 만안구 안양동 695-42번지,031-465-2979,안양사랑상품권,Y,N,,14007,37.3994579,126.9174905,2018-12-21
안양시,더메디필치과의원,,,★병원(치과),경기도 안양시 동안구 경수대로 588,경기도 안양시 동안구 호계동 985-5번지,031-458-7600,안양사랑상품권,Y,N,,14109,37.3751331,126.9571934,2018-12-21
안양시,민치과의원,,,★병원(치과),경기도 안양시 동안구 관평로 315-1,경기도 안양시 동안구 관양동 1399-2번지,031-382-1668,안양사랑상품권,Y,N,,13936,37.4046208,126.9572364,2018-12-21
안양시,닥터준치과,,,★병원(치과),경기도 안양시 만안구 태평로52번길 31,경기도 안양시 만안구 안양동 1390-3번지,031-469-7575,안양사랑상품권,Y,N,,14037,37.3959387,126.9309591,2018-12-21
안양시,빵사랑,,,★제빵,경기도 안양시 동안구 관악대로287번길 10,경기도 안양시 동안구 관양동 1384-34번지,031-381-1009,안양사랑상품권,Y,N,,13940,37.4033548,126.9548721,2018-12-21
안양시,블랑제,,,★제빵,경기도 안양시 동안구 귀인로110번길 3,경기도 안양시 동안구 호계동 926-29번지,031-427-8560,안양사랑상품권,Y,N,,14081,37.3822858,126.9519832,2018-12-21
안양시,파리바게뜨,,,★제빵,경기도 안양시 동안구 경수대로 572,경기도 안양시 동안구 호계동 986-28번지,031-429-5382,안양사랑상품권,Y,N,,14109,37.3738362,126.957831,2018-12-21
안양시,빵이가득한집,,,★제빵,경기도 안양시 동안구 경수대로 570,경기도 안양시 동안구 호계동 995번지,031-427-3374,안양사랑상품권,Y,N,,14112,37.3735449,126.9579799,2018-12-21
안양시,이야기가있는빵집,,,★제빵,경기도 안양시 만안구 소곡로 14,경기도 안양시 만안구 안양동 427-22번지,070-7868-5855,안양사랑상품권,Y,N,,14033,37.3917037,126.9301226,2018-12-21
안양시,듀팡,,,★제빵,경기도 안양시 만안구 안양로 483,경기도 안양시 만안구 석수동 319-1번지,031-473-3227,안양사랑상품권,Y,N,,13969,37.4125889,126.9094695,2018-12-21
안양시,황태섭자연베이커리,,,★제빵,경기도 안양시 동안구 관악대로 103,경기도 안양시 동안구 비산동 550-1번지,031-466-8188,안양사랑상품권,Y,N,,13923,37.4110383,126.9484099,2018-12-21
안양시,이지바이평촌점,,,★제빵,경기도 안양시 동안구 흥안대로434번길 19-33,경기도 안양시 동안구 평촌동 59-1번지,031-426-9289,안양사랑상품권,Y,N,,14062,37.3940338,126.9765438,2018-12-21
안양시,빵수레과자점,,,★제빵,경기도 안양시 동안구 관평로 260,경기도 안양시 동안구 관양동 1587번지,031-383-8956,안양사랑상품권,Y,N,,14050,37.3996755,126.9571506,2018-12-21
안양시,빠리팡제과점,,,★제빵,경기도 안양시 만안구 안양로 467,경기도 안양시 만안구 석수동 318-13번지,031-472-8200,안양사랑상품권,Y,N,,13969,37.4114855,126.9105311,2018-12-21
안양시,빵굽는집,,,★제빵,경기도 안양시 만안구 박달로525번길 48,경기도 안양시 만안구 박달동 57-3번지,031-444-6312,안양사랑상품권,Y,N,,13987,37.4047331,126.9101237,2018-12-21
안양시,가마24℃,,,★제빵,경기도 안양시 동안구 평촌대로179번길 39,경기도 안양시 동안구 호계동 1054-6번지,031-388-8556,안양사랑상품권,Y,N,,14076,37.3868903,126.9555645,2018-12-21
안양시,인디오븐(평촌점),,,★제빵,경기도 안양시 동안구 관평로170번길 33,경기도 안양시 동안구 관양동 1606번지,031-381-5255,안양사랑상품권,Y,N,,14066,37.3929836,126.9622593,2018-12-21
안양시,브레드퀸,,,★제빵,경기도 안양시 만안구 태평로52번길 21,경기도 안양시 만안구 안양동 1391번지,031-443-4929,안양사랑상품권,Y,N,,14037,37.3956218,126.9305295,2018-12-21
안양시,시나브로,,,★제빵,경기도 안양시 동안구 인덕원로 35-10,경기도 안양시 동안구 관양동 1487-21번지,031-422-6571,안양사랑상품권,Y,N,,13950,37.4030447,126.9742524,2018-12-21
안양시,인디오븐(범계점),,,★제빵,경기도 안양시 동안구 평촌대로217번길 45,경기도 안양시 동안구 호계동 1050번지,031-476-5259,안양사랑상품권,Y,N,,14072,37.3899736,126.9535287,2018-12-21
안양시,케익하우스쉐프,,,★제빵,경기도 안양시 만안구 삼덕로 6,경기도 안양시 만안구 안양동 627-204번지,031-469-4364,안양사랑상품권,Y,N,,13999,37.3938274,126.9243831,2018-12-21
안양시,처갓집양념치킨,,,★음식점,경기도 안양시 동안구 흥안대로249번길 36,경기도 안양시 동안구 호계동 1116번지,031-453-9992,안양사랑상품권,Y,N,,14105,37.3782985,126.9674525,2018-12-21
안양시,해물포차신,,,★음식점,경기도 안양시 동안구 귀인로190번길 39-10,경기도 안양시 동안구 평촌동 918-12번지,031-385-1468,안양사랑상품권,Y,N,,14103,37.3836875,126.961602,2018-12-21
안양시,부산진오뎅,,,★음식점,경기도 안양시 동안구 평촌대로223번길 28,경기도 안양시 동안구 호계동 1044-1번지,031-388-8894,안양사랑상품권,Y,N,,14072,37.3911404,126.9540208,2018-12-21
안양시,반해밥김밥,,,★음식점,경기도 안양시 동안구 동안로 259,경기도 안양시 동안구 비산동 377-4번지,031-381-0012,안양사랑상품권,Y,N,,13920,37.4005257,126.9449768,2018-12-21
안양시,듬박이김치찌개의집(두산벤처다임점),,,★음식점,경기도 안양시 동안구 흥안대로 415,경기도 안양시 동안구 평촌동 126-1번지,031-478-0684,안양사랑상품권,Y,N,,14059,37.3916254,126.9729398,2018-12-21
안양시,자연식당,,,★음식점,경기도 안양시 만안구 예술공원로 253,경기도 안양시 만안구 석수동 843번지,031-471-6696,안양사랑상품권,Y,N,,13911,37.4187564,126.9331111,2018-12-21
안양시,감탄 안양2호점,,,★음식점,경기도 안양시 만안구 안양로257번길 15,경기도 안양시 만안구 안양동 627-303번지,031-444-1959,안양사랑상품권,Y,N,,13999,37.3952119,126.9230889,2018-12-21
안양시,와펀커피,,,★음식점,경기도 안양시 동안구 관평로186번길 53,경기도 안양시 동안구 관양동 1600-3번지,031-476-4090,안양사랑상품권,Y,N,,14066,37.3945674,126.9628743,2018-12-21
안양시,김밥천국,,,★음식점,경기도 안양시 동안구 관악대로389번길 18,경기도 안양시 동안구 관양동 1433번지,031-424-8181,안양사랑상품권,Y,N,,13939,37.4055211,126.9661032,2018-12-21
안양시,루프탑287,,,★음식점,경기도 안양시 동안구 관악대로 287,경기도 안양시 동안구 관양동 1384-28번지,031-388-0287,안양사랑상품권,Y,N,,13940,37.4029797,126.9549596,2018-12-21
안양시,커플데이시청점,,,★음식점,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590번지,031-455-9004,안양사랑상품권,Y,N,,14053,37.3948908,126.9582831,2018-12-21
안양시,신명성,,,★음식점,경기도 안양시 동안구 관악대로388번길 21,경기도 안양시 동안구 관양동 1463번지,031-422-5619,안양사랑상품권,Y,N,,13947,37.4033821,126.9664891,2018-12-21
